%% Dataset about positive and negative movie reviews
@relation review_type
@attribute number_of_words numeric
@attribute number_of_positive_words numeric
@attribute number_of_negative_words numeric
@attribute percent_of_positive_words numeric
@attribute percent_of_negative_words numeric
@attribute positive_minus_negative numeric
@attribute review {positive, negative}
@data
133,5,8,0.03759398496240601,0.06015037593984962,-3,positive
61,8,1,0.13114754098360656,0.01639344262295082,7,positive
187,3,10,0.016042780748663103,0.053475935828877004,-7,positive
115,3,4,0.02608695652173913,0.034782608695652174,-1,positive
183,11,1,0.060109289617486336,0.00546448087431694,10,positive
170,10,4,0.058823529411764705,0.023529411764705882,6,positive
215,15,4,0.06976744186046512,0.018604651162790697,11,positive
156,7,6,0.04487179487179487,0.038461538461538464,1,positive
128,11,5,0.0859375,0.0390625,6,positive
107,8,2,0.07476635514018691,0.018691588785046728,6,positive
125,11,4,0.088,0.032,7,positive
183,18,6,0.09836065573770492,0.03278688524590164,12,positive
771,20,33,0.02594033722438392,0.042801556420233464,-13,positive
142,4,2,0.028169014084507043,0.014084507042253521,2,positive
142,7,0,0.04929577464788732,0.0,7,positive
146,1,1,0.00684931506849315,0.00684931506849315,0,positive
164,6,4,0.036585365853658534,0.024390243902439025,2,positive
186,6,1,0.03225806451612903,0.005376344086021506,5,positive
137,6,3,0.043795620437956206,0.021897810218978103,3,positive
160,7,6,0.04375,0.0375,1,positive
289,16,12,0.05536332179930796,0.04152249134948097,4,positive
247,14,9,0.05668016194331984,0.03643724696356275,5,positive
138,4,1,0.028985507246376812,0.007246376811594203,3,positive
178,6,4,0.033707865168539325,0.02247191011235955,2,positive
239,16,2,0.06694560669456066,0.008368200836820083,14,positive
126,12,0,0.09523809523809523,0.0,12,positive
47,3,0,0.06382978723404255,0.0,3,positive
63,7,1,0.1111111111111111,0.015873015873015872,6,positive
160,21,3,0.13125,0.01875,18,positive
236,11,6,0.046610169491525424,0.025423728813559324,5,positive
500,22,17,0.044,0.034,5,positive
457,23,15,0.05032822757111598,0.03282275711159737,8,positive
182,8,5,0.04395604395604396,0.027472527472527472,3,positive
305,16,9,0.05245901639344262,0.029508196721311476,7,positive
427,14,7,0.03278688524590164,0.01639344262295082,7,positive
90,11,0,0.12222222222222222,0.0,11,positive
101,14,2,0.13861386138613863,0.019801980198019802,12,positive
245,24,5,0.09795918367346938,0.02040816326530612,19,positive
134,5,1,0.03731343283582089,0.007462686567164179,4,positive
295,21,6,0.0711864406779661,0.020338983050847456,15,positive
76,2,2,0.02631578947368421,0.02631578947368421,0,positive
292,17,2,0.05821917808219178,0.00684931506849315,15,positive
486,30,9,0.06172839506172839,0.018518518518518517,21,positive
890,38,21,0.04269662921348315,0.02359550561797753,17,positive
97,4,2,0.041237113402061855,0.020618556701030927,2,positive
724,38,19,0.052486187845303865,0.026243093922651933,19,positive
129,8,5,0.06201550387596899,0.03875968992248062,3,positive
154,7,1,0.045454545454545456,0.006493506493506494,6,positive
408,24,11,0.058823529411764705,0.02696078431372549,13,positive
261,13,2,0.04980842911877394,0.007662835249042145,11,positive
83,8,0,0.0963855421686747,0.0,8,positive
278,15,3,0.0539568345323741,0.01079136690647482,12,positive
222,8,3,0.036036036036036036,0.013513513513513514,5,positive
178,13,6,0.07303370786516854,0.033707865168539325,7,positive
233,15,9,0.06437768240343347,0.03862660944206009,6,positive
395,25,10,0.06329113924050633,0.02531645569620253,15,positive
142,7,3,0.04929577464788732,0.02112676056338028,4,positive
663,22,12,0.033182503770739065,0.01809954751131222,10,positive
144,12,2,0.08333333333333333,0.013888888888888888,10,positive
206,16,3,0.07766990291262135,0.014563106796116505,13,positive
562,18,11,0.03202846975088968,0.019572953736654804,7,positive
133,14,3,0.10526315789473684,0.022556390977443608,11,positive
439,16,5,0.03644646924829157,0.011389521640091117,11,positive
254,10,6,0.03937007874015748,0.023622047244094488,4,positive
269,20,7,0.07434944237918216,0.026022304832713755,13,positive
150,8,3,0.05333333333333334,0.02,5,positive
135,12,4,0.08888888888888889,0.02962962962962963,8,positive
111,11,2,0.0990990990990991,0.018018018018018018,9,positive
315,17,5,0.05396825396825397,0.015873015873015872,12,positive
619,29,11,0.046849757673667204,0.017770597738287562,18,positive
157,8,7,0.050955414012738856,0.044585987261146494,1,positive
190,8,3,0.042105263157894736,0.015789473684210527,5,positive
177,12,1,0.06779661016949153,0.005649717514124294,11,positive
109,11,2,0.10091743119266056,0.01834862385321101,9,positive
246,15,5,0.06097560975609756,0.02032520325203252,10,positive
369,13,9,0.03523035230352303,0.024390243902439025,4,positive
262,13,9,0.04961832061068702,0.03435114503816794,4,positive
543,32,19,0.058931860036832415,0.034990791896869246,13,positive
401,23,11,0.057356608478802994,0.02743142144638404,12,positive
235,13,5,0.05531914893617021,0.02127659574468085,8,positive
233,24,8,0.10300429184549356,0.034334763948497854,16,positive
756,30,19,0.03968253968253968,0.02513227513227513,11,positive
247,25,10,0.10121457489878542,0.04048582995951417,15,positive
84,11,0,0.13095238095238096,0.0,11,positive
253,32,6,0.12648221343873517,0.023715415019762844,26,positive
272,24,10,0.08823529411764706,0.03676470588235294,14,positive
181,3,2,0.016574585635359115,0.011049723756906077,1,positive
235,4,3,0.01702127659574468,0.01276595744680851,1,positive
71,2,1,0.028169014084507043,0.014084507042253521,1,positive
143,5,4,0.03496503496503497,0.027972027972027972,1,positive
510,14,13,0.027450980392156862,0.025490196078431372,1,positive
144,7,1,0.04861111111111111,0.006944444444444444,6,positive
170,11,5,0.06470588235294118,0.029411764705882353,6,positive
251,13,5,0.05179282868525897,0.0199203187250996,8,positive
187,9,0,0.0481283422459893,0.0,9,positive
625,34,5,0.0544,0.008,29,positive
253,16,4,0.06324110671936758,0.015810276679841896,12,positive
213,19,1,0.0892018779342723,0.004694835680751174,18,positive
100,5,2,0.05,0.02,3,positive
95,4,3,0.042105263157894736,0.031578947368421054,1,positive
83,4,1,0.04819277108433735,0.012048192771084338,3,positive
444,14,12,0.03153153153153153,0.02702702702702703,2,positive
117,8,3,0.06837606837606838,0.02564102564102564,5,positive
114,6,2,0.05263157894736842,0.017543859649122806,4,positive
36,5,0,0.1388888888888889,0.0,5,positive
714,42,13,0.058823529411764705,0.018207282913165267,29,positive
301,12,8,0.03986710963455149,0.026578073089700997,4,positive
137,12,2,0.08759124087591241,0.014598540145985401,10,positive
208,21,3,0.10096153846153846,0.014423076923076924,18,positive
166,3,7,0.018072289156626505,0.04216867469879518,-4,positive
106,3,1,0.02830188679245283,0.009433962264150943,2,positive
264,13,4,0.04924242424242424,0.015151515151515152,9,positive
119,6,3,0.05042016806722689,0.025210084033613446,3,positive
459,19,21,0.04139433551198257,0.0457516339869281,-2,positive
188,5,7,0.026595744680851064,0.03723404255319149,-2,positive
144,4,3,0.027777777777777776,0.020833333333333332,1,positive
82,2,4,0.024390243902439025,0.04878048780487805,-2,positive
219,13,12,0.0593607305936073,0.0547945205479452,1,positive
153,10,1,0.06535947712418301,0.006535947712418301,9,positive
193,9,2,0.046632124352331605,0.010362694300518135,7,positive
168,11,6,0.06547619047619048,0.03571428571428571,5,positive
217,7,7,0.03225806451612903,0.03225806451612903,0,positive
123,5,1,0.04065040650406504,0.008130081300813009,4,positive
261,18,5,0.06896551724137931,0.019157088122605363,13,positive
49,6,1,0.12244897959183673,0.02040816326530612,5,positive
204,18,5,0.08823529411764706,0.024509803921568627,13,positive
109,6,2,0.05504587155963303,0.01834862385321101,4,positive
205,12,10,0.05853658536585366,0.04878048780487805,2,positive
420,24,19,0.05714285714285714,0.04523809523809524,5,positive
144,11,1,0.0763888888888889,0.006944444444444444,10,positive
165,15,9,0.09090909090909091,0.05454545454545454,6,positive
158,11,8,0.06962025316455696,0.05063291139240506,3,positive
145,8,4,0.05517241379310345,0.027586206896551724,4,positive
105,7,6,0.06666666666666667,0.05714285714285714,1,positive
197,14,7,0.07106598984771574,0.03553299492385787,7,positive
129,9,2,0.06976744186046512,0.015503875968992248,7,positive
91,7,5,0.07692307692307693,0.054945054945054944,2,positive
118,9,2,0.07627118644067797,0.01694915254237288,7,positive
72,6,3,0.08333333333333333,0.041666666666666664,3,positive
122,12,3,0.09836065573770492,0.02459016393442623,9,positive
171,7,11,0.04093567251461988,0.06432748538011696,-4,positive
107,9,2,0.08411214953271028,0.018691588785046728,7,positive
118,11,2,0.09322033898305085,0.01694915254237288,9,positive
104,6,1,0.057692307692307696,0.009615384615384616,5,positive
49,5,0,0.10204081632653061,0.0,5,positive
119,9,3,0.07563025210084033,0.025210084033613446,6,positive
157,9,2,0.05732484076433121,0.012738853503184714,7,positive
130,6,3,0.046153846153846156,0.023076923076923078,3,positive
152,8,4,0.05263157894736842,0.02631578947368421,4,positive
148,9,7,0.060810810810810814,0.0472972972972973,2,positive
332,23,4,0.06927710843373494,0.012048192771084338,19,positive
129,10,5,0.07751937984496124,0.03875968992248062,5,positive
86,7,1,0.08139534883720931,0.011627906976744186,6,positive
150,10,2,0.06666666666666667,0.013333333333333334,8,positive
126,11,1,0.0873015873015873,0.007936507936507936,10,positive
250,5,3,0.02,0.012,2,positive
241,16,7,0.06639004149377593,0.029045643153526972,9,positive
124,8,5,0.06451612903225806,0.04032258064516129,3,positive
147,12,2,0.08163265306122448,0.013605442176870748,10,positive
277,16,4,0.05776173285198556,0.01444043321299639,12,positive
66,4,0,0.06060606060606061,0.0,4,positive
112,7,1,0.0625,0.008928571428571428,6,positive
179,14,7,0.0782122905027933,0.03910614525139665,7,positive
70,3,1,0.04285714285714286,0.014285714285714285,2,positive
810,44,23,0.05432098765432099,0.028395061728395062,21,positive
122,11,3,0.09016393442622951,0.02459016393442623,8,positive
281,26,3,0.09252669039145907,0.010676156583629894,23,positive
146,10,2,0.0684931506849315,0.0136986301369863,8,positive
183,6,3,0.03278688524590164,0.01639344262295082,3,positive
291,22,9,0.07560137457044673,0.030927835051546393,13,positive
419,22,5,0.05250596658711217,0.011933174224343675,17,positive
192,10,7,0.052083333333333336,0.036458333333333336,3,positive
193,21,4,0.10880829015544041,0.02072538860103627,17,positive
99,8,5,0.08080808080808081,0.050505050505050504,3,positive
274,17,9,0.06204379562043796,0.032846715328467155,8,positive
892,74,5,0.08295964125560538,0.005605381165919282,69,positive
137,10,2,0.072992700729927,0.014598540145985401,8,positive
325,21,10,0.06461538461538462,0.03076923076923077,11,positive
109,11,2,0.10091743119266056,0.01834862385321101,9,positive
334,11,11,0.03293413173652695,0.03293413173652695,0,positive
269,16,15,0.05947955390334572,0.055762081784386616,1,positive
133,7,4,0.05263157894736842,0.03007518796992481,3,positive
173,5,5,0.028901734104046242,0.028901734104046242,0,positive
124,11,1,0.08870967741935484,0.008064516129032258,10,positive
107,5,4,0.04672897196261682,0.037383177570093455,1,positive
119,8,1,0.06722689075630252,0.008403361344537815,7,positive
162,9,7,0.05555555555555555,0.043209876543209874,2,positive
143,9,2,0.06293706293706294,0.013986013986013986,7,positive
124,7,3,0.056451612903225805,0.024193548387096774,4,positive
122,9,4,0.07377049180327869,0.03278688524590164,5,positive
196,6,6,0.030612244897959183,0.030612244897959183,0,positive
135,12,0,0.08888888888888889,0.0,12,positive
114,7,4,0.06140350877192982,0.03508771929824561,3,positive
394,12,11,0.030456852791878174,0.027918781725888325,1,positive
215,10,6,0.046511627906976744,0.027906976744186046,4,positive
298,16,9,0.053691275167785234,0.030201342281879196,7,positive
507,17,15,0.03353057199211045,0.029585798816568046,2,positive
182,8,2,0.04395604395604396,0.01098901098901099,6,positive
143,4,2,0.027972027972027972,0.013986013986013986,2,positive
767,43,25,0.0560625814863103,0.03259452411994785,18,positive
113,6,1,0.05309734513274336,0.008849557522123894,5,positive
146,9,7,0.06164383561643835,0.04794520547945205,2,positive
277,16,4,0.05776173285198556,0.01444043321299639,12,positive
281,7,5,0.02491103202846975,0.017793594306049824,2,positive
640,30,20,0.046875,0.03125,10,positive
121,6,2,0.049586776859504134,0.01652892561983471,4,positive
250,9,6,0.036,0.024,3,positive
1196,51,22,0.042642140468227424,0.01839464882943144,29,positive
82,6,1,0.07317073170731707,0.012195121951219513,5,positive
123,9,6,0.07317073170731707,0.04878048780487805,3,positive
104,6,5,0.057692307692307696,0.04807692307692308,1,positive
199,8,11,0.04020100502512563,0.05527638190954774,-3,positive
64,5,2,0.078125,0.03125,3,positive
392,13,15,0.03316326530612245,0.03826530612244898,-2,positive
482,15,17,0.03112033195020747,0.035269709543568464,-2,positive
45,4,2,0.08888888888888889,0.044444444444444446,2,positive
328,17,10,0.051829268292682924,0.03048780487804878,7,positive
50,0,3,0.0,0.06,-3,positive
281,14,10,0.0498220640569395,0.03558718861209965,4,positive
129,9,4,0.06976744186046512,0.031007751937984496,5,positive
88,7,1,0.07954545454545454,0.011363636363636364,6,positive
108,4,2,0.037037037037037035,0.018518518518518517,2,positive
144,11,7,0.0763888888888889,0.04861111111111111,4,positive
119,5,6,0.04201680672268908,0.05042016806722689,-1,positive
801,21,15,0.026217228464419477,0.018726591760299626,6,positive
394,13,5,0.03299492385786802,0.012690355329949238,8,positive
300,12,8,0.04,0.02666666666666667,4,positive
218,11,4,0.05045871559633028,0.01834862385321101,7,positive
73,6,0,0.0821917808219178,0.0,6,positive
129,6,3,0.046511627906976744,0.023255813953488372,3,positive
550,30,19,0.05454545454545454,0.034545454545454546,11,positive
120,9,0,0.075,0.0,9,positive
230,10,5,0.043478260869565216,0.021739130434782608,5,positive
465,25,13,0.053763440860215055,0.02795698924731183,12,positive
60,7,2,0.11666666666666667,0.03333333333333333,5,positive
132,6,1,0.045454545454545456,0.007575757575757576,5,positive
530,19,16,0.035849056603773584,0.03018867924528302,3,positive
174,16,3,0.09195402298850575,0.017241379310344827,13,positive
440,15,12,0.03409090909090909,0.02727272727272727,3,positive
328,12,7,0.036585365853658534,0.021341463414634148,5,positive
283,20,3,0.0706713780918728,0.01060070671378092,17,positive
473,23,13,0.048625792811839326,0.02748414376321353,10,positive
77,6,8,0.07792207792207792,0.1038961038961039,-2,positive
357,18,10,0.05042016806722689,0.028011204481792718,8,positive
105,4,0,0.0380952380952381,0.0,4,positive
44,6,1,0.13636363636363635,0.022727272727272728,5,positive
122,5,1,0.040983606557377046,0.00819672131147541,4,positive
234,8,6,0.03418803418803419,0.02564102564102564,2,positive
176,9,1,0.05113636363636364,0.005681818181818182,8,positive
108,8,1,0.07407407407407407,0.009259259259259259,7,positive
504,11,21,0.021825396825396824,0.041666666666666664,-10,positive
967,20,12,0.020682523267838676,0.012409513960703205,8,positive
124,2,1,0.016129032258064516,0.008064516129032258,1,positive
173,6,3,0.03468208092485549,0.017341040462427744,3,positive
43,2,1,0.046511627906976744,0.023255813953488372,1,positive
252,19,5,0.07539682539682539,0.01984126984126984,14,positive
75,7,0,0.09333333333333334,0.0,7,positive
368,16,6,0.043478260869565216,0.016304347826086956,10,positive
171,8,5,0.04678362573099415,0.029239766081871343,3,positive
154,7,4,0.045454545454545456,0.025974025974025976,3,positive
123,8,3,0.06504065040650407,0.024390243902439025,5,positive
355,16,9,0.04507042253521127,0.02535211267605634,7,positive
34,3,2,0.08823529411764706,0.058823529411764705,1,positive
41,5,3,0.12195121951219512,0.07317073170731707,2,positive
143,7,5,0.04895104895104895,0.03496503496503497,2,positive
95,5,0,0.05263157894736842,0.0,5,positive
57,7,1,0.12280701754385964,0.017543859649122806,6,positive
153,13,3,0.08496732026143791,0.0196078431372549,10,positive
122,12,8,0.09836065573770492,0.06557377049180328,4,positive
134,6,4,0.04477611940298507,0.029850746268656716,2,positive
78,2,3,0.02564102564102564,0.038461538461538464,-1,positive
185,11,8,0.05945945945945946,0.043243243243243246,3,positive
327,7,22,0.021406727828746176,0.0672782874617737,-15,positive
174,7,6,0.040229885057471264,0.034482758620689655,1,positive
83,3,2,0.03614457831325301,0.024096385542168676,1,positive
430,23,30,0.053488372093023255,0.06976744186046512,-7,positive
219,10,14,0.045662100456621,0.0639269406392694,-4,positive
740,31,25,0.041891891891891894,0.033783783783783786,6,positive
227,22,21,0.09691629955947137,0.09251101321585903,1,positive
92,4,1,0.043478260869565216,0.010869565217391304,3,positive
184,11,8,0.059782608695652176,0.043478260869565216,3,positive
64,5,4,0.078125,0.0625,1,positive
95,5,4,0.05263157894736842,0.042105263157894736,1,positive
206,12,20,0.05825242718446602,0.0970873786407767,-8,positive
179,22,8,0.12290502793296089,0.0446927374301676,14,positive
262,12,9,0.04580152671755725,0.03435114503816794,3,positive
180,11,7,0.06111111111111111,0.03888888888888889,4,positive
449,15,15,0.0334075723830735,0.0334075723830735,0,positive
89,7,4,0.07865168539325842,0.0449438202247191,3,positive
142,10,5,0.07042253521126761,0.035211267605633804,5,positive
58,9,0,0.15517241379310345,0.0,9,positive
130,7,9,0.05384615384615385,0.06923076923076923,-2,positive
145,4,2,0.027586206896551724,0.013793103448275862,2,positive
262,14,6,0.05343511450381679,0.022900763358778626,8,positive
150,4,3,0.02666666666666667,0.02,1,positive
210,11,8,0.05238095238095238,0.0380952380952381,3,positive
105,7,5,0.06666666666666667,0.047619047619047616,2,positive
125,10,2,0.08,0.016,8,positive
69,5,2,0.07246376811594203,0.028985507246376812,3,positive
91,4,3,0.04395604395604396,0.03296703296703297,1,positive
635,39,23,0.06141732283464567,0.03622047244094488,16,positive
49,5,0,0.10204081632653061,0.0,5,positive
480,51,18,0.10625,0.0375,33,positive
143,13,2,0.09090909090909091,0.013986013986013986,11,positive
213,14,9,0.06572769953051644,0.04225352112676056,5,positive
487,14,13,0.028747433264887063,0.026694045174537988,1,positive
193,7,8,0.03626943005181347,0.04145077720207254,-1,positive
314,7,10,0.022292993630573247,0.03184713375796178,-3,positive
221,6,5,0.027149321266968326,0.02262443438914027,1,positive
171,11,3,0.06432748538011696,0.017543859649122806,8,positive
135,4,5,0.02962962962962963,0.037037037037037035,-1,positive
91,4,2,0.04395604395604396,0.02197802197802198,2,positive
62,3,2,0.04838709677419355,0.03225806451612903,1,positive
70,5,2,0.07142857142857142,0.02857142857142857,3,positive
146,4,8,0.0273972602739726,0.0547945205479452,-4,positive
133,9,6,0.06766917293233082,0.045112781954887216,3,positive
192,14,11,0.07291666666666667,0.057291666666666664,3,positive
189,9,11,0.047619047619047616,0.0582010582010582,-2,positive
158,8,3,0.05063291139240506,0.0189873417721519,5,positive
174,5,3,0.028735632183908046,0.017241379310344827,2,positive
137,4,4,0.029197080291970802,0.029197080291970802,0,positive
127,2,2,0.015748031496062992,0.015748031496062992,0,positive
135,8,5,0.05925925925925926,0.037037037037037035,3,positive
143,11,6,0.07692307692307693,0.04195804195804196,5,positive
123,1,3,0.008130081300813009,0.024390243902439025,-2,positive
386,20,9,0.05181347150259067,0.023316062176165803,11,positive
341,17,20,0.04985337243401759,0.05865102639296188,-3,positive
509,21,13,0.0412573673870334,0.025540275049115914,8,positive
145,12,4,0.08275862068965517,0.027586206896551724,8,positive
235,11,3,0.04680851063829787,0.01276595744680851,8,positive
655,18,10,0.02748091603053435,0.015267175572519083,8,positive
287,15,1,0.05226480836236934,0.003484320557491289,14,positive
292,14,6,0.04794520547945205,0.02054794520547945,8,positive
22,1,0,0.045454545454545456,0.0,1,positive
59,2,1,0.03389830508474576,0.01694915254237288,1,positive
49,2,0,0.04081632653061224,0.0,2,positive
54,3,0,0.05555555555555555,0.0,3,positive
278,10,7,0.03597122302158273,0.025179856115107913,3,positive
81,4,0,0.04938271604938271,0.0,4,positive
417,22,18,0.05275779376498801,0.04316546762589928,4,positive
116,6,4,0.05172413793103448,0.034482758620689655,2,positive
290,7,4,0.02413793103448276,0.013793103448275862,3,positive
471,21,17,0.044585987261146494,0.036093418259023353,4,positive
118,6,3,0.05084745762711865,0.025423728813559324,3,positive
265,6,9,0.022641509433962263,0.033962264150943396,-3,positive
554,19,21,0.03429602888086643,0.03790613718411552,-2,positive
169,12,7,0.07100591715976332,0.04142011834319527,5,positive
237,17,7,0.07172995780590717,0.029535864978902954,10,positive
559,15,10,0.026833631484794274,0.017889087656529516,5,positive
303,22,9,0.07260726072607261,0.0297029702970297,13,positive
107,8,1,0.07476635514018691,0.009345794392523364,7,positive
154,6,3,0.03896103896103896,0.01948051948051948,3,positive
118,4,4,0.03389830508474576,0.03389830508474576,0,positive
123,3,8,0.024390243902439025,0.06504065040650407,-5,positive
132,8,3,0.06060606060606061,0.022727272727272728,5,positive
54,5,0,0.09259259259259259,0.0,5,positive
175,8,9,0.045714285714285714,0.05142857142857143,-1,positive
46,4,1,0.08695652173913043,0.021739130434782608,3,positive
91,7,1,0.07692307692307693,0.01098901098901099,6,positive
128,14,7,0.109375,0.0546875,7,positive
375,49,17,0.13066666666666665,0.04533333333333334,32,positive
349,11,6,0.03151862464183381,0.017191977077363897,5,positive
47,6,0,0.1276595744680851,0.0,6,positive
130,9,7,0.06923076923076923,0.05384615384615385,2,positive
115,11,5,0.09565217391304348,0.043478260869565216,6,positive
295,8,17,0.02711864406779661,0.0576271186440678,-9,positive
376,16,12,0.0425531914893617,0.031914893617021274,4,positive
163,8,4,0.049079754601226995,0.024539877300613498,4,positive
184,2,5,0.010869565217391304,0.02717391304347826,-3,positive
100,9,3,0.09,0.03,6,positive
129,8,3,0.06201550387596899,0.023255813953488372,5,positive
178,14,4,0.07865168539325842,0.02247191011235955,10,positive
129,10,4,0.07751937984496124,0.031007751937984496,6,positive
319,13,11,0.04075235109717868,0.034482758620689655,2,positive
114,4,1,0.03508771929824561,0.008771929824561403,3,positive
127,8,1,0.06299212598425197,0.007874015748031496,7,positive
155,9,4,0.05806451612903226,0.025806451612903226,5,positive
181,7,5,0.03867403314917127,0.027624309392265192,2,positive
437,26,12,0.059496567505720827,0.02745995423340961,14,positive
56,3,3,0.05357142857142857,0.05357142857142857,0,positive
216,11,4,0.05092592592592592,0.018518518518518517,7,positive
451,21,7,0.04656319290465632,0.015521064301552107,14,positive
120,8,1,0.06666666666666667,0.008333333333333333,7,positive
179,7,4,0.03910614525139665,0.0223463687150838,3,positive
534,20,17,0.03745318352059925,0.031835205992509365,3,positive
135,7,1,0.05185185185185185,0.007407407407407408,6,positive
313,14,2,0.04472843450479233,0.006389776357827476,12,positive
204,12,6,0.058823529411764705,0.029411764705882353,6,positive
238,10,5,0.04201680672268908,0.02100840336134454,5,positive
357,15,6,0.04201680672268908,0.01680672268907563,9,positive
177,7,4,0.03954802259887006,0.022598870056497175,3,positive
111,6,5,0.05405405405405406,0.04504504504504504,1,positive
134,6,3,0.04477611940298507,0.022388059701492536,3,positive
136,10,4,0.07352941176470588,0.029411764705882353,6,positive
222,12,3,0.05405405405405406,0.013513513513513514,9,positive
166,11,1,0.06626506024096386,0.006024096385542169,10,positive
112,8,3,0.07142857142857142,0.026785714285714284,5,positive
169,11,3,0.0650887573964497,0.01775147928994083,8,positive
216,11,6,0.05092592592592592,0.027777777777777776,5,positive
134,10,4,0.07462686567164178,0.029850746268656716,6,positive
174,6,3,0.034482758620689655,0.017241379310344827,3,positive
132,10,4,0.07575757575757576,0.030303030303030304,6,positive
217,8,2,0.03686635944700461,0.009216589861751152,6,positive
99,4,1,0.04040404040404041,0.010101010101010102,3,positive
145,6,2,0.041379310344827586,0.013793103448275862,4,positive
109,4,0,0.03669724770642202,0.0,4,positive
191,3,4,0.015706806282722512,0.020942408376963352,-1,positive
62,3,3,0.04838709677419355,0.04838709677419355,0,positive
52,3,3,0.057692307692307696,0.057692307692307696,0,positive
82,7,3,0.08536585365853659,0.036585365853658534,4,positive
280,8,8,0.02857142857142857,0.02857142857142857,0,positive
149,3,3,0.020134228187919462,0.020134228187919462,0,positive
259,7,8,0.02702702702702703,0.03088803088803089,-1,positive
137,4,2,0.029197080291970802,0.014598540145985401,2,positive
151,4,3,0.026490066225165563,0.019867549668874173,1,positive
144,3,7,0.020833333333333332,0.04861111111111111,-4,positive
385,7,12,0.01818181818181818,0.03116883116883117,-5,positive
113,4,1,0.035398230088495575,0.008849557522123894,3,positive
213,6,10,0.028169014084507043,0.046948356807511735,-4,positive
67,0,5,0.0,0.07462686567164178,-5,positive
233,5,8,0.02145922746781116,0.034334763948497854,-3,positive
154,2,3,0.012987012987012988,0.01948051948051948,-1,positive
130,4,1,0.03076923076923077,0.007692307692307693,3,positive
56,4,4,0.07142857142857142,0.07142857142857142,0,positive
469,19,24,0.04051172707889126,0.0511727078891258,-5,positive
1002,24,28,0.023952095808383235,0.027944111776447105,-4,positive
242,10,14,0.04132231404958678,0.05785123966942149,-4,positive
329,14,9,0.0425531914893617,0.02735562310030395,5,positive
143,4,4,0.027972027972027972,0.027972027972027972,0,positive
125,4,5,0.032,0.04,-1,positive
50,1,2,0.02,0.04,-1,positive
372,9,14,0.024193548387096774,0.03763440860215054,-5,positive
601,19,23,0.03161397670549085,0.03826955074875208,-4,positive
531,6,11,0.011299435028248588,0.02071563088512241,-5,positive
65,3,5,0.046153846153846156,0.07692307692307693,-2,positive
53,1,1,0.018867924528301886,0.018867924528301886,0,positive
739,16,16,0.02165087956698241,0.02165087956698241,0,positive
472,18,14,0.038135593220338986,0.029661016949152543,4,positive
128,6,8,0.046875,0.0625,-2,positive
58,7,0,0.1206896551724138,0.0,7,positive
98,4,1,0.04081632653061224,0.01020408163265306,3,positive
104,6,2,0.057692307692307696,0.019230769230769232,4,positive
139,4,1,0.02877697841726619,0.007194244604316547,3,positive
235,8,12,0.03404255319148936,0.05106382978723404,-4,positive
129,15,6,0.11627906976744186,0.046511627906976744,9,positive
472,17,15,0.036016949152542374,0.03177966101694915,2,positive
48,5,2,0.10416666666666667,0.041666666666666664,3,positive
150,19,6,0.12666666666666668,0.04,13,positive
44,4,2,0.09090909090909091,0.045454545454545456,2,positive
159,14,5,0.0880503144654088,0.031446540880503145,9,positive
55,2,0,0.03636363636363636,0.0,2,positive
66,2,1,0.030303030303030304,0.015151515151515152,1,positive
206,13,2,0.06310679611650485,0.009708737864077669,11,positive
230,10,7,0.043478260869565216,0.030434782608695653,3,positive
157,9,2,0.05732484076433121,0.012738853503184714,7,positive
123,8,4,0.06504065040650407,0.032520325203252036,4,positive
142,5,6,0.035211267605633804,0.04225352112676056,-1,positive
121,15,1,0.12396694214876033,0.008264462809917356,14,positive
113,7,4,0.061946902654867256,0.035398230088495575,3,positive
274,8,18,0.029197080291970802,0.06569343065693431,-10,positive
151,11,3,0.0728476821192053,0.019867549668874173,8,positive
67,1,2,0.014925373134328358,0.029850746268656716,-1,positive
128,6,3,0.046875,0.0234375,3,positive
130,5,1,0.038461538461538464,0.007692307692307693,4,positive
140,8,2,0.05714285714285714,0.014285714285714285,6,positive
153,8,1,0.05228758169934641,0.006535947712418301,7,positive
127,6,3,0.047244094488188976,0.023622047244094488,3,positive
579,17,19,0.02936096718480138,0.03281519861830743,-2,positive
119,8,4,0.06722689075630252,0.03361344537815126,4,positive
159,8,2,0.050314465408805034,0.012578616352201259,6,positive
55,7,2,0.12727272727272726,0.03636363636363636,5,positive
263,6,4,0.022813688212927757,0.015209125475285171,2,positive
60,7,0,0.11666666666666667,0.0,7,positive
124,6,6,0.04838709677419355,0.04838709677419355,0,positive
103,2,1,0.019417475728155338,0.009708737864077669,1,positive
270,31,6,0.11481481481481481,0.022222222222222223,25,positive
179,8,2,0.0446927374301676,0.0111731843575419,6,positive
281,17,1,0.060498220640569395,0.0035587188612099642,16,positive
103,8,2,0.07766990291262135,0.019417475728155338,6,positive
119,7,1,0.058823529411764705,0.008403361344537815,6,positive
110,8,8,0.07272727272727272,0.07272727272727272,0,positive
176,3,7,0.017045454545454544,0.03977272727272727,-4,positive
113,1,2,0.008849557522123894,0.017699115044247787,-1,positive
140,7,9,0.05,0.06428571428571428,-2,positive
190,4,5,0.021052631578947368,0.02631578947368421,-1,positive
47,1,0,0.02127659574468085,0.0,1,positive
71,6,0,0.08450704225352113,0.0,6,positive
171,10,2,0.05847953216374269,0.011695906432748537,8,positive
50,1,0,0.02,0.0,1,positive
