%% Dataset about positive and negative movie reviews
@relation review_type
@attribute number_of_words numeric
@attribute number_of_positive_words numeric
@attribute number_of_negative_words numeric
@attribute percent_of_positive_words numeric
@attribute percent_of_negative_words numeric
@attribute positive_minus_negative numeric
@attribute review {positive, negative}
@data
290,9,10,0.03103448275862069,0.034482758620689655,-1,positive
267,10,6,0.03745318352059925,0.02247191011235955,4,positive
147,6,3,0.04081632653061224,0.02040816326530612,3,positive
251,10,8,0.0398406374501992,0.03187250996015936,2,positive
246,13,7,0.052845528455284556,0.028455284552845527,6,positive
65,2,1,0.03076923076923077,0.015384615384615385,1,positive
67,4,1,0.05970149253731343,0.014925373134328358,3,positive
63,8,0,0.12698412698412698,0.0,8,positive
154,8,2,0.05194805194805195,0.012987012987012988,6,positive
366,25,12,0.06830601092896176,0.03278688524590164,13,positive
139,4,5,0.02877697841726619,0.03597122302158273,-1,positive
120,1,0,0.008333333333333333,0.0,1,positive
154,6,2,0.03896103896103896,0.012987012987012988,4,positive
251,13,4,0.05179282868525897,0.01593625498007968,9,positive
185,7,2,0.03783783783783784,0.010810810810810811,5,positive
148,8,6,0.05405405405405406,0.04054054054054054,2,positive
598,25,21,0.04180602006688963,0.03511705685618729,4,positive
122,5,3,0.040983606557377046,0.02459016393442623,2,positive
430,20,8,0.046511627906976744,0.018604651162790697,12,positive
997,34,46,0.034102306920762285,0.04613841524573721,-12,positive
68,7,0,0.10294117647058823,0.0,7,positive
121,6,2,0.049586776859504134,0.01652892561983471,4,positive
754,23,20,0.03050397877984085,0.026525198938992044,3,positive
236,12,6,0.05084745762711865,0.025423728813559324,6,positive
201,5,5,0.024875621890547265,0.024875621890547265,0,positive
150,3,0,0.02,0.0,3,positive
574,12,10,0.020905923344947737,0.017421602787456445,2,positive
131,3,1,0.022900763358778626,0.007633587786259542,2,positive
100,6,1,0.06,0.01,5,positive
205,11,7,0.05365853658536585,0.03414634146341464,4,positive
231,10,4,0.04329004329004329,0.017316017316017316,6,positive
251,10,5,0.0398406374501992,0.0199203187250996,5,positive
192,11,7,0.057291666666666664,0.036458333333333336,4,positive
72,9,0,0.125,0.0,9,positive
333,23,4,0.06906906906906907,0.012012012012012012,19,positive
630,18,18,0.02857142857142857,0.02857142857142857,0,positive
145,7,4,0.04827586206896552,0.027586206896551724,3,positive
253,3,2,0.011857707509881422,0.007905138339920948,1,positive
84,3,1,0.03571428571428571,0.011904761904761904,2,positive
137,6,2,0.043795620437956206,0.014598540145985401,4,positive
142,3,0,0.02112676056338028,0.0,3,positive
187,5,5,0.026737967914438502,0.026737967914438502,0,positive
188,4,6,0.02127659574468085,0.031914893617021274,-2,positive
286,8,2,0.027972027972027972,0.006993006993006993,6,positive
205,9,8,0.04390243902439024,0.03902439024390244,1,positive
47,4,4,0.0851063829787234,0.0851063829787234,0,positive
456,16,15,0.03508771929824561,0.03289473684210526,1,positive
210,9,7,0.04285714285714286,0.03333333333333333,2,positive
187,11,4,0.058823529411764705,0.0213903743315508,7,positive
134,5,3,0.03731343283582089,0.022388059701492536,2,positive
119,10,2,0.08403361344537816,0.01680672268907563,8,positive
533,38,9,0.07129455909943715,0.016885553470919325,29,positive
49,4,0,0.08163265306122448,0.0,4,positive
129,5,0,0.03875968992248062,0.0,5,positive
98,5,3,0.05102040816326531,0.030612244897959183,2,positive
202,8,4,0.039603960396039604,0.019801980198019802,4,positive
142,4,2,0.028169014084507043,0.014084507042253521,2,positive
122,4,3,0.03278688524590164,0.02459016393442623,1,positive
376,20,13,0.05319148936170213,0.034574468085106384,7,positive
124,4,9,0.03225806451612903,0.07258064516129033,-5,positive
215,10,8,0.046511627906976744,0.037209302325581395,2,positive
127,7,1,0.05511811023622047,0.007874015748031496,6,positive
152,11,1,0.07236842105263158,0.006578947368421052,10,positive
275,18,4,0.06545454545454546,0.014545454545454545,14,positive
162,12,5,0.07407407407407407,0.030864197530864196,7,positive
56,3,3,0.05357142857142857,0.05357142857142857,0,positive
126,8,13,0.06349206349206349,0.10317460317460317,-5,positive
257,7,5,0.027237354085603113,0.019455252918287938,2,positive
117,7,2,0.05982905982905983,0.017094017094017096,5,positive
367,8,7,0.021798365122615803,0.01907356948228883,1,positive
447,30,4,0.06711409395973154,0.008948545861297539,26,positive
110,7,4,0.06363636363636363,0.03636363636363636,3,positive
955,25,28,0.02617801047120419,0.02931937172774869,-3,positive
997,41,24,0.041123370110330994,0.024072216649949848,17,positive
392,23,7,0.058673469387755105,0.017857142857142856,16,positive
437,13,16,0.029748283752860413,0.036613272311212815,-3,positive
167,8,1,0.04790419161676647,0.005988023952095809,7,positive
116,5,7,0.04310344827586207,0.0603448275862069,-2,positive
184,10,6,0.05434782608695652,0.03260869565217391,4,positive
207,9,5,0.043478260869565216,0.024154589371980676,4,positive
277,8,11,0.02888086642599278,0.039711191335740074,-3,positive
177,13,3,0.07344632768361582,0.01694915254237288,10,positive
530,12,12,0.022641509433962263,0.022641509433962263,0,positive
183,6,8,0.03278688524590164,0.04371584699453552,-2,positive
178,4,11,0.02247191011235955,0.06179775280898876,-7,positive
273,7,12,0.02564102564102564,0.04395604395604396,-5,positive
115,5,0,0.043478260869565216,0.0,5,positive
519,35,8,0.0674373795761079,0.015414258188824663,27,positive
263,16,4,0.060836501901140684,0.015209125475285171,12,positive
855,46,14,0.05380116959064327,0.016374269005847954,32,positive
99,9,1,0.09090909090909091,0.010101010101010102,8,positive
73,4,3,0.0547945205479452,0.0410958904109589,1,positive
135,8,1,0.05925925925925926,0.007407407407407408,7,positive
257,16,2,0.0622568093385214,0.007782101167315175,14,positive
155,13,2,0.08387096774193549,0.012903225806451613,11,positive
562,24,9,0.042704626334519574,0.01601423487544484,15,positive
125,4,3,0.032,0.024,1,positive
263,10,7,0.03802281368821293,0.026615969581749048,3,positive
273,8,14,0.029304029304029304,0.05128205128205128,-6,positive
123,7,1,0.056910569105691054,0.008130081300813009,6,positive
476,21,15,0.04411764705882353,0.031512605042016806,6,positive
211,10,7,0.04739336492890995,0.03317535545023697,3,positive
527,43,13,0.08159392789373814,0.024667931688804556,30,positive
460,32,7,0.06956521739130435,0.015217391304347827,25,positive
168,10,7,0.05952380952380952,0.041666666666666664,3,positive
262,13,15,0.04961832061068702,0.05725190839694656,-2,positive
168,15,2,0.08928571428571429,0.011904761904761904,13,positive
260,10,4,0.038461538461538464,0.015384615384615385,6,positive
121,8,3,0.06611570247933884,0.024793388429752067,5,positive
93,5,1,0.053763440860215055,0.010752688172043012,4,positive
313,29,4,0.0926517571884984,0.012779552715654952,25,positive
52,4,5,0.07692307692307693,0.09615384615384616,-1,positive
253,14,8,0.05533596837944664,0.03162055335968379,6,positive
936,41,28,0.0438034188034188,0.029914529914529916,13,positive
220,12,11,0.05454545454545454,0.05,1,positive
73,5,2,0.0684931506849315,0.0273972602739726,3,positive
77,3,2,0.03896103896103896,0.025974025974025976,1,positive
77,3,4,0.03896103896103896,0.05194805194805195,-1,positive
135,7,3,0.05185185185185185,0.022222222222222223,4,positive
290,14,6,0.04827586206896552,0.020689655172413793,8,positive
145,9,5,0.06206896551724138,0.034482758620689655,4,positive
393,21,7,0.05343511450381679,0.017811704834605598,14,positive
434,22,24,0.05069124423963134,0.055299539170506916,-2,positive
126,1,2,0.007936507936507936,0.015873015873015872,-1,positive
737,24,24,0.032564450474898234,0.032564450474898234,0,positive
587,29,13,0.049403747870528106,0.022146507666098807,16,positive
276,9,8,0.03260869565217391,0.028985507246376812,1,positive
129,10,1,0.07751937984496124,0.007751937984496124,9,positive
551,19,17,0.034482758620689655,0.030852994555353903,2,positive
197,7,2,0.03553299492385787,0.01015228426395939,5,positive
491,17,19,0.034623217922606926,0.038696537678207736,-2,positive
123,2,5,0.016260162601626018,0.04065040650406504,-3,positive
173,9,4,0.05202312138728324,0.023121387283236993,5,positive
220,18,4,0.08181818181818182,0.01818181818181818,14,positive
123,6,1,0.04878048780487805,0.008130081300813009,5,positive
141,14,0,0.09929078014184398,0.0,14,positive
157,11,2,0.07006369426751592,0.012738853503184714,9,positive
788,23,19,0.02918781725888325,0.024111675126903553,4,positive
87,7,4,0.08045977011494253,0.04597701149425287,3,positive
351,16,12,0.045584045584045586,0.03418803418803419,4,positive
157,4,3,0.025477707006369428,0.01910828025477707,1,positive
402,17,17,0.04228855721393035,0.04228855721393035,0,positive
148,7,5,0.0472972972972973,0.033783783783783786,2,positive
532,24,23,0.045112781954887216,0.043233082706766915,1,positive
29,2,0,0.06896551724137931,0.0,2,positive
51,1,3,0.0196078431372549,0.058823529411764705,-2,positive
34,1,2,0.029411764705882353,0.058823529411764705,-1,positive
87,6,5,0.06896551724137931,0.05747126436781609,1,positive
125,7,6,0.056,0.048,1,positive
215,12,7,0.05581395348837209,0.03255813953488372,5,positive
204,6,9,0.029411764705882353,0.04411764705882353,-3,positive
265,9,6,0.033962264150943396,0.022641509433962263,3,positive
1000,33,25,0.033,0.025,8,positive
89,5,4,0.056179775280898875,0.0449438202247191,1,positive
153,6,3,0.0392156862745098,0.0196078431372549,3,positive
164,4,2,0.024390243902439025,0.012195121951219513,2,positive
121,10,4,0.08264462809917356,0.03305785123966942,6,positive
162,9,2,0.05555555555555555,0.012345679012345678,7,positive
369,14,21,0.037940379403794036,0.056910569105691054,-7,positive
521,22,14,0.04222648752399232,0.026871401151631478,8,positive
466,24,15,0.05150214592274678,0.032188841201716736,9,positive
170,7,10,0.041176470588235294,0.058823529411764705,-3,positive
367,12,3,0.0326975476839237,0.008174386920980926,9,positive
260,11,6,0.04230769230769231,0.023076923076923078,5,positive
185,10,6,0.05405405405405406,0.032432432432432434,4,positive
640,47,36,0.0734375,0.05625,11,positive
142,12,2,0.08450704225352113,0.014084507042253521,10,positive
220,18,10,0.08181818181818182,0.045454545454545456,8,positive
149,2,7,0.013422818791946308,0.04697986577181208,-5,positive
570,18,24,0.031578947368421054,0.042105263157894736,-6,positive
604,14,24,0.023178807947019868,0.039735099337748346,-10,positive
183,8,4,0.04371584699453552,0.02185792349726776,4,positive
735,17,37,0.02312925170068027,0.050340136054421766,-20,positive
249,6,6,0.024096385542168676,0.024096385542168676,0,positive
257,5,7,0.019455252918287938,0.027237354085603113,-2,positive
117,5,3,0.042735042735042736,0.02564102564102564,2,positive
192,5,8,0.026041666666666668,0.041666666666666664,-3,positive
170,6,18,0.03529411764705882,0.10588235294117647,-12,positive
110,4,2,0.03636363636363636,0.01818181818181818,2,positive
175,7,8,0.04,0.045714285714285714,-1,positive
263,19,7,0.07224334600760456,0.026615969581749048,12,positive
329,17,3,0.05167173252279635,0.00911854103343465,14,positive
205,10,1,0.04878048780487805,0.004878048780487805,9,positive
400,13,13,0.0325,0.0325,0,positive
140,6,1,0.04285714285714286,0.007142857142857143,5,positive
436,12,13,0.027522935779816515,0.02981651376146789,-1,positive
370,9,17,0.024324324324324326,0.04594594594594595,-8,positive
60,6,1,0.1,0.016666666666666666,5,positive
341,10,6,0.02932551319648094,0.017595307917888565,4,positive
56,2,2,0.03571428571428571,0.03571428571428571,0,positive
622,27,16,0.04340836012861737,0.02572347266881029,11,positive
112,8,2,0.07142857142857142,0.017857142857142856,6,positive
147,6,6,0.04081632653061224,0.04081632653061224,0,positive
411,19,6,0.046228710462287104,0.014598540145985401,13,positive
129,8,2,0.06201550387596899,0.015503875968992248,6,positive
264,9,13,0.03409090909090909,0.04924242424242424,-4,positive
130,9,3,0.06923076923076923,0.023076923076923078,6,positive
116,10,2,0.08620689655172414,0.017241379310344827,8,positive
114,12,1,0.10526315789473684,0.008771929824561403,11,positive
158,9,4,0.056962025316455694,0.02531645569620253,5,positive
123,7,3,0.056910569105691054,0.024390243902439025,4,positive
249,11,8,0.04417670682730924,0.0321285140562249,3,positive
106,6,2,0.05660377358490566,0.018867924528301886,4,positive
172,14,3,0.08139534883720931,0.01744186046511628,11,positive
128,7,6,0.0546875,0.046875,1,positive
264,13,5,0.04924242424242424,0.01893939393939394,8,positive
249,14,7,0.05622489959839357,0.028112449799196786,7,positive
221,14,8,0.06334841628959276,0.03619909502262444,6,positive
227,12,10,0.05286343612334802,0.04405286343612335,2,positive
542,30,10,0.055350553505535055,0.01845018450184502,20,positive
142,7,2,0.04929577464788732,0.014084507042253521,5,positive
181,9,2,0.049723756906077346,0.011049723756906077,7,positive
147,6,0,0.04081632653061224,0.0,6,positive
120,2,4,0.016666666666666666,0.03333333333333333,-2,positive
183,13,3,0.07103825136612021,0.01639344262295082,10,positive
102,6,0,0.058823529411764705,0.0,6,positive
500,16,16,0.032,0.032,0,positive
54,7,1,0.12962962962962962,0.018518518518518517,6,positive
991,30,17,0.030272452068617558,0.017154389505549948,13,positive
74,6,3,0.08108108108108109,0.04054054054054054,3,positive
57,3,0,0.05263157894736842,0.0,3,positive
140,12,4,0.08571428571428572,0.02857142857142857,8,positive
231,9,1,0.03896103896103896,0.004329004329004329,8,positive
121,11,7,0.09090909090909091,0.05785123966942149,4,positive
496,21,10,0.04233870967741935,0.020161290322580645,11,positive
57,3,0,0.05263157894736842,0.0,3,positive
115,12,1,0.10434782608695652,0.008695652173913044,11,positive
183,11,5,0.060109289617486336,0.0273224043715847,6,positive
191,4,1,0.020942408376963352,0.005235602094240838,3,positive
250,7,13,0.028,0.052,-6,positive
144,12,0,0.08333333333333333,0.0,12,positive
126,4,5,0.031746031746031744,0.03968253968253968,-1,positive
129,9,3,0.06976744186046512,0.023255813953488372,6,positive
261,13,3,0.04980842911877394,0.011494252873563218,10,positive
223,10,11,0.04484304932735426,0.04932735426008968,-1,positive
396,30,10,0.07575757575757576,0.025252525252525252,20,positive
194,11,0,0.05670103092783505,0.0,11,positive
181,12,2,0.06629834254143646,0.011049723756906077,10,positive
308,16,7,0.05194805194805195,0.022727272727272728,9,positive
171,12,4,0.07017543859649122,0.023391812865497075,8,positive
30,3,1,0.1,0.03333333333333333,2,positive
174,9,5,0.05172413793103448,0.028735632183908046,4,positive
128,6,4,0.046875,0.03125,2,positive
110,11,2,0.1,0.01818181818181818,9,positive
327,16,11,0.04892966360856269,0.03363914373088685,5,positive
188,14,4,0.07446808510638298,0.02127659574468085,10,positive
194,9,7,0.04639175257731959,0.03608247422680412,2,positive
113,7,4,0.061946902654867256,0.035398230088495575,3,positive
134,9,1,0.06716417910447761,0.007462686567164179,8,positive
141,6,1,0.0425531914893617,0.0070921985815602835,5,positive
162,10,5,0.06172839506172839,0.030864197530864196,5,positive
110,4,4,0.03636363636363636,0.03636363636363636,0,positive
368,25,19,0.06793478260869565,0.051630434782608696,6,positive
393,14,8,0.035623409669211195,0.020356234096692113,6,positive
115,4,2,0.034782608695652174,0.017391304347826087,2,positive
205,7,9,0.03414634146341464,0.04390243902439024,-2,positive
154,4,1,0.025974025974025976,0.006493506493506494,3,positive
196,11,4,0.05612244897959184,0.02040816326530612,7,positive
116,9,3,0.07758620689655173,0.02586206896551724,6,positive
54,4,0,0.07407407407407407,0.0,4,positive
324,13,11,0.040123456790123455,0.033950617283950615,2,positive
46,6,0,0.13043478260869565,0.0,6,positive
140,11,4,0.07857142857142857,0.02857142857142857,7,positive
96,6,0,0.0625,0.0,6,positive
218,14,4,0.06422018348623854,0.01834862385321101,10,positive
113,6,4,0.05309734513274336,0.035398230088495575,2,positive
111,8,2,0.07207207207207207,0.018018018018018018,6,positive
108,9,1,0.08333333333333333,0.009259259259259259,8,positive
161,12,3,0.07453416149068323,0.018633540372670808,9,positive
112,5,2,0.044642857142857144,0.017857142857142856,3,positive
128,5,3,0.0390625,0.0234375,2,positive
522,20,9,0.038314176245210725,0.017241379310344827,11,positive
153,3,1,0.0196078431372549,0.006535947712418301,2,positive
297,26,9,0.08754208754208755,0.030303030303030304,17,positive
214,14,6,0.06542056074766354,0.028037383177570093,8,positive
391,18,15,0.04603580562659847,0.03836317135549872,3,positive
398,13,10,0.032663316582914576,0.02512562814070352,3,positive
160,14,2,0.0875,0.0125,12,positive
325,32,9,0.09846153846153846,0.027692307692307693,23,positive
85,4,1,0.047058823529411764,0.011764705882352941,3,positive
257,14,12,0.054474708171206226,0.04669260700389105,2,positive
86,4,1,0.046511627906976744,0.011627906976744186,3,positive
159,1,7,0.006289308176100629,0.0440251572327044,-6,positive
305,17,7,0.05573770491803279,0.022950819672131147,10,positive
131,8,2,0.061068702290076333,0.015267175572519083,6,positive
452,19,8,0.0420353982300885,0.017699115044247787,11,positive
178,9,7,0.05056179775280899,0.03932584269662921,2,positive
341,23,11,0.06744868035190615,0.03225806451612903,12,positive
222,10,3,0.04504504504504504,0.013513513513513514,7,positive
144,9,4,0.0625,0.027777777777777776,5,positive
448,19,13,0.04241071428571429,0.029017857142857144,6,positive
115,10,6,0.08695652173913043,0.05217391304347826,4,positive
109,5,4,0.045871559633027525,0.03669724770642202,1,positive
169,4,5,0.023668639053254437,0.029585798816568046,-1,positive
229,7,8,0.03056768558951965,0.034934497816593885,-1,positive
287,9,2,0.0313588850174216,0.006968641114982578,7,positive
116,6,3,0.05172413793103448,0.02586206896551724,3,positive
306,21,2,0.06862745098039216,0.006535947712418301,19,positive
486,21,19,0.043209876543209874,0.03909465020576132,2,positive
66,4,2,0.06060606060606061,0.030303030303030304,2,positive
83,5,2,0.060240963855421686,0.024096385542168676,3,positive
998,32,34,0.03206412825651302,0.03406813627254509,-2,positive
124,8,2,0.06451612903225806,0.016129032258064516,6,positive
213,15,4,0.07042253521126761,0.018779342723004695,11,positive
120,4,2,0.03333333333333333,0.016666666666666666,2,positive
123,9,2,0.07317073170731707,0.016260162601626018,7,positive
121,6,4,0.049586776859504134,0.03305785123966942,2,positive
197,12,7,0.06091370558375635,0.03553299492385787,5,positive
160,15,3,0.09375,0.01875,12,positive
115,7,0,0.06086956521739131,0.0,7,positive
204,12,4,0.058823529411764705,0.0196078431372549,8,positive
168,6,6,0.03571428571428571,0.03571428571428571,0,positive
301,19,12,0.06312292358803986,0.03986710963455149,7,positive
179,9,4,0.05027932960893855,0.0223463687150838,5,positive
323,18,7,0.05572755417956656,0.021671826625386997,11,positive
99,7,5,0.0707070707070707,0.050505050505050504,2,positive
122,6,0,0.04918032786885246,0.0,6,positive
46,5,0,0.10869565217391304,0.0,5,positive
649,30,15,0.046224961479198766,0.023112480739599383,15,positive
168,10,5,0.05952380952380952,0.02976190476190476,5,positive
100,6,6,0.06,0.06,0,positive
276,19,11,0.06884057971014493,0.03985507246376811,8,positive
119,10,12,0.08403361344537816,0.10084033613445378,-2,positive
278,11,6,0.039568345323741004,0.02158273381294964,5,positive
215,14,11,0.06511627906976744,0.05116279069767442,3,positive
180,6,7,0.03333333333333333,0.03888888888888889,-1,positive
610,16,31,0.02622950819672131,0.05081967213114754,-15,positive
273,11,9,0.040293040293040296,0.03296703296703297,2,positive
173,11,4,0.06358381502890173,0.023121387283236993,7,positive
164,8,4,0.04878048780487805,0.024390243902439025,4,positive
481,24,11,0.0498960498960499,0.02286902286902287,13,positive
750,35,24,0.04666666666666667,0.032,11,positive
134,7,6,0.05223880597014925,0.04477611940298507,1,positive
135,10,3,0.07407407407407407,0.022222222222222223,7,positive
113,11,5,0.09734513274336283,0.04424778761061947,6,positive
104,9,2,0.08653846153846154,0.019230769230769232,7,positive
84,5,3,0.05952380952380952,0.03571428571428571,2,positive
488,28,15,0.05737704918032787,0.030737704918032786,13,positive
82,6,3,0.07317073170731707,0.036585365853658534,3,positive
157,7,2,0.044585987261146494,0.012738853503184714,5,positive
102,6,2,0.058823529411764705,0.0196078431372549,4,positive
118,10,8,0.0847457627118644,0.06779661016949153,2,positive
160,9,2,0.05625,0.0125,7,positive
89,9,1,0.10112359550561797,0.011235955056179775,8,positive
188,14,9,0.07446808510638298,0.047872340425531915,5,positive
361,14,16,0.038781163434903045,0.0443213296398892,-2,positive
235,13,5,0.05531914893617021,0.02127659574468085,8,positive
96,13,1,0.13541666666666666,0.010416666666666666,12,positive
167,9,1,0.05389221556886228,0.005988023952095809,8,positive
217,18,3,0.08294930875576037,0.013824884792626729,15,positive
360,12,9,0.03333333333333333,0.025,3,positive
119,9,2,0.07563025210084033,0.01680672268907563,7,positive
241,14,9,0.058091286307053944,0.03734439834024896,5,positive
331,8,10,0.02416918429003021,0.030211480362537766,-2,positive
247,10,7,0.04048582995951417,0.02834008097165992,3,positive
625,25,5,0.04,0.008,20,positive
716,23,22,0.03212290502793296,0.030726256983240222,1,positive
234,9,2,0.038461538461538464,0.008547008547008548,7,positive
315,14,16,0.044444444444444446,0.050793650793650794,-2,positive
188,8,0,0.0425531914893617,0.0,8,positive
416,11,7,0.026442307692307692,0.016826923076923076,4,positive
168,7,9,0.041666666666666664,0.05357142857142857,-2,positive
112,7,0,0.0625,0.0,7,positive
366,24,6,0.06557377049180328,0.01639344262295082,18,positive
379,24,8,0.0633245382585752,0.021108179419525065,16,positive
194,8,4,0.041237113402061855,0.020618556701030927,4,positive
51,4,1,0.0784313725490196,0.0196078431372549,3,positive
82,5,1,0.06097560975609756,0.012195121951219513,4,positive
59,5,0,0.0847457627118644,0.0,5,positive
80,7,2,0.0875,0.025,5,positive
47,3,3,0.06382978723404255,0.06382978723404255,0,positive
55,6,0,0.10909090909090909,0.0,6,positive
89,8,2,0.0898876404494382,0.02247191011235955,6,positive
126,3,2,0.023809523809523808,0.015873015873015872,1,positive
52,6,0,0.11538461538461539,0.0,6,positive
158,17,7,0.10759493670886076,0.04430379746835443,10,positive
151,10,9,0.06622516556291391,0.059602649006622516,1,positive
144,10,4,0.06944444444444445,0.027777777777777776,6,positive
94,7,3,0.07446808510638298,0.031914893617021274,4,positive
44,7,1,0.1590909090909091,0.022727272727272728,6,positive
350,16,4,0.045714285714285714,0.011428571428571429,12,positive
214,14,6,0.06542056074766354,0.028037383177570093,8,positive
81,6,0,0.07407407407407407,0.0,6,positive
110,7,1,0.06363636363636363,0.00909090909090909,6,positive
137,11,4,0.08029197080291971,0.029197080291970802,7,positive
75,6,1,0.08,0.013333333333333334,5,positive
62,5,1,0.08064516129032258,0.016129032258064516,4,positive
154,10,3,0.06493506493506493,0.01948051948051948,7,positive
310,16,4,0.05161290322580645,0.012903225806451613,12,positive
75,9,2,0.12,0.02666666666666667,7,positive
82,8,3,0.0975609756097561,0.036585365853658534,5,positive
79,7,1,0.08860759493670886,0.012658227848101266,6,positive
96,4,5,0.041666666666666664,0.052083333333333336,-1,positive
86,8,4,0.09302325581395349,0.046511627906976744,4,positive
235,8,5,0.03404255319148936,0.02127659574468085,3,positive
137,15,0,0.10948905109489052,0.0,15,positive
43,2,5,0.046511627906976744,0.11627906976744186,-3,positive
140,9,5,0.06428571428571428,0.03571428571428571,4,positive
186,7,5,0.03763440860215054,0.026881720430107527,2,positive
126,10,8,0.07936507936507936,0.06349206349206349,2,positive
159,6,2,0.03773584905660377,0.012578616352201259,4,positive
345,5,16,0.014492753623188406,0.0463768115942029,-11,positive
118,5,2,0.0423728813559322,0.01694915254237288,3,positive
147,9,3,0.061224489795918366,0.02040816326530612,6,positive
178,7,4,0.03932584269662921,0.02247191011235955,3,positive
71,5,1,0.07042253521126761,0.014084507042253521,4,positive
125,10,2,0.08,0.016,8,positive
500,4,12,0.008,0.024,-8,positive
186,12,5,0.06451612903225806,0.026881720430107527,7,positive
303,6,18,0.019801980198019802,0.0594059405940594,-12,positive
180,7,3,0.03888888888888889,0.016666666666666666,4,positive
125,4,1,0.032,0.008,3,positive
144,5,2,0.034722222222222224,0.013888888888888888,3,positive
187,9,4,0.0481283422459893,0.0213903743315508,5,positive
45,3,1,0.06666666666666667,0.022222222222222223,2,positive
65,3,3,0.046153846153846156,0.046153846153846156,0,positive
401,21,9,0.05236907730673317,0.022443890274314215,12,positive
156,9,7,0.057692307692307696,0.04487179487179487,2,positive
151,6,4,0.039735099337748346,0.026490066225165563,2,positive
417,15,16,0.03597122302158273,0.03836930455635491,-1,positive
302,12,11,0.039735099337748346,0.03642384105960265,1,positive
129,7,3,0.05426356589147287,0.023255813953488372,4,positive
45,2,1,0.044444444444444446,0.022222222222222223,1,positive
102,8,1,0.0784313725490196,0.00980392156862745,7,positive
69,5,4,0.07246376811594203,0.057971014492753624,1,positive
109,4,7,0.03669724770642202,0.06422018348623854,-3,positive
61,4,3,0.06557377049180328,0.04918032786885246,1,positive
138,5,1,0.036231884057971016,0.007246376811594203,4,positive
128,6,2,0.046875,0.015625,4,positive
420,8,18,0.01904761904761905,0.04285714285714286,-10,positive
182,12,5,0.06593406593406594,0.027472527472527472,7,positive
204,8,3,0.0392156862745098,0.014705882352941176,5,positive
134,8,1,0.05970149253731343,0.007462686567164179,7,positive
129,2,4,0.015503875968992248,0.031007751937984496,-2,positive
123,5,0,0.04065040650406504,0.0,5,positive
243,5,4,0.0205761316872428,0.01646090534979424,1,positive
155,6,2,0.03870967741935484,0.012903225806451613,4,positive
667,16,20,0.0239880059970015,0.029985007496251874,-4,positive
139,4,2,0.02877697841726619,0.014388489208633094,2,positive
154,8,2,0.05194805194805195,0.012987012987012988,6,positive
93,7,1,0.07526881720430108,0.010752688172043012,6,positive
169,10,4,0.05917159763313609,0.023668639053254437,6,positive
65,3,0,0.046153846153846156,0.0,3,positive
144,9,2,0.0625,0.013888888888888888,7,positive
386,27,6,0.06994818652849741,0.015544041450777202,21,positive
70,7,1,0.1,0.014285714285714285,6,positive
176,6,5,0.03409090909090909,0.028409090909090908,1,positive
120,5,3,0.041666666666666664,0.025,2,positive
322,12,19,0.037267080745341616,0.059006211180124224,-7,positive
297,15,6,0.050505050505050504,0.020202020202020204,9,positive
133,12,6,0.09022556390977443,0.045112781954887216,6,positive
486,21,2,0.043209876543209874,0.00411522633744856,19,positive
240,16,9,0.06666666666666667,0.0375,7,positive
377,21,15,0.05570291777188329,0.03978779840848806,6,positive
704,43,16,0.061079545454545456,0.022727272727272728,27,positive
926,43,5,0.04643628509719223,0.005399568034557235,38,positive
215,10,4,0.046511627906976744,0.018604651162790697,6,positive
351,14,15,0.039886039886039885,0.042735042735042736,-1,positive
166,5,14,0.030120481927710843,0.08433734939759036,-9,positive
377,10,23,0.026525198938992044,0.0610079575596817,-13,positive
163,0,10,0.0,0.06134969325153374,-10,positive
174,4,3,0.022988505747126436,0.017241379310344827,1,positive
150,2,8,0.013333333333333334,0.05333333333333334,-6,positive
262,8,6,0.030534351145038167,0.022900763358778626,2,positive
160,8,5,0.05,0.03125,3,positive
200,9,2,0.045,0.01,7,positive
121,11,6,0.09090909090909091,0.049586776859504134,5,positive
200,9,0,0.045,0.0,9,positive
558,22,7,0.03942652329749104,0.012544802867383513,15,positive
166,12,5,0.07228915662650602,0.030120481927710843,7,positive
336,17,7,0.050595238095238096,0.020833333333333332,10,positive
60,6,1,0.1,0.016666666666666666,5,positive
227,12,5,0.05286343612334802,0.022026431718061675,7,positive
82,14,1,0.17073170731707318,0.012195121951219513,13,positive
173,8,6,0.046242774566473986,0.03468208092485549,2,positive
119,9,3,0.07563025210084033,0.025210084033613446,6,positive
162,7,9,0.043209876543209874,0.05555555555555555,-2,positive
127,8,3,0.06299212598425197,0.023622047244094488,5,positive
500,12,27,0.024,0.054,-15,positive
151,6,2,0.039735099337748346,0.013245033112582781,4,positive
117,3,0,0.02564102564102564,0.0,3,positive
243,10,3,0.0411522633744856,0.012345679012345678,7,positive
100,7,3,0.07,0.03,4,positive
226,9,8,0.03982300884955752,0.035398230088495575,1,positive
197,4,7,0.02030456852791878,0.03553299492385787,-3,positive
546,27,30,0.04945054945054945,0.054945054945054944,-3,positive
189,2,7,0.010582010582010581,0.037037037037037035,-5,positive
145,4,6,0.027586206896551724,0.041379310344827586,-2,positive
662,21,28,0.03172205438066465,0.04229607250755287,-7,positive
44,3,1,0.06818181818181818,0.022727272727272728,2,positive
146,4,5,0.0273972602739726,0.03424657534246575,-1,positive
140,4,4,0.02857142857142857,0.02857142857142857,0,positive
